"Year","Quarter","YearMonth","Tournament","Transfer","Holiday","League","Channel","MacroRegion","Country","Sessions","AddToCart","Conversions"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","Brazil","274","40","8"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","Brazil","221","29","6"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","Mexico","186","22","5"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","Mexico","139","18","4"
"2022","Q2","2022-04","0","0","0","0","Web","APAC","Japan","263","41","9"
"2022","Q2","2022-04","0","0","0","0","Mobile App","APAC","Japan","232","43","10"
"2022","Q2","2022-04","0","0","0","0","Web","APAC","Australia","154","19","4"
"2022","Q2","2022-04","0","0","0","0","Mobile App","APAC","Australia","149","21","5"
"2022","Q2","2022-04","0","0","0","0","Web","EMEA","United Kingdom","314","45","10"
"2022","Q2","2022-04","0","0","0","0","Mobile App","EMEA","United Kingdom","243","46","10"
"2022","Q2","2022-04","0","0","0","0","Web","EMEA","Spain","262","38","8"
"2022","Q2","2022-04","0","0","0","0","Mobile App","EMEA","Spain","253","43","9"
"2022","Q2","2022-04","0","0","0","0","Web","EMEA","Germany","310","41","9"
"2022","Q2","2022-04","0","0","0","0","Mobile App","EMEA","Germany","252","37","8"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","United States","249","34","7"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","United States","287","42","9"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","Brazil","293","35","8"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","Brazil","213","32","7"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","Mexico","203","22","5"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","Mexico","185","24","5"
"2022","Q2","2022-04","0","0","0","0","Web","APAC","Japan","285","45","10"
"2022","Q2","2022-04","0","0","0","0","Mobile App","APAC","Japan","250","49","11"
"2022","Q2","2022-04","0","0","0","0","Web","APAC","Australia","203","26","6"
"2022","Q2","2022-04","0","0","0","0","Mobile App","APAC","Australia","172","25","5"
"2022","Q2","2022-04","0","0","0","0","Web","EMEA","United Kingdom","351","55","12"
"2022","Q2","2022-04","0","0","0","0","Mobile App","EMEA","United Kingdom","285","50","10"
"2022","Q2","2022-04","0","0","0","0","Web","EMEA","Spain","375","45","10"
"2022","Q2","2022-04","0","0","0","0","Mobile App","EMEA","Spain","292","44","10"
"2022","Q2","2022-04","0","0","0","0","Web","EMEA","Germany","285","36","8"
"2022","Q2","2022-04","0","0","0","0","Mobile App","EMEA","Germany","211","32","7"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","United States","422","52","11"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","United States","238","34","7"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","Brazil","277","36","8"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","Brazil","235","33","7"
"2022","Q2","2022-04","0","0","0","0","Web","Americas","Mexico","202","21","5"
"2022","Q2","2022-04","0","0","0","0","Mobile App","Americas","Mexico","189","24","5"
"2022","Q2","2022-04","0","0","0","0","Web","APAC","Japan","262","37","9"
"2022","Q2","2022-04","0","0","0","0","Mobile App","APAC","Japan","324","54","12"
"2022","Q2","2022-04","0","0","0","0","Web","APAC","Australia","206","25","6"
"2022","Q2","2022-04","0","0","0","0","Mobile App","APAC","Australia","139","21","4"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","426","64","14"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","319","54","12"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","393","60","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","301","48","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","308","41","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","298","43","10"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","345","45","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","285","39","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","327","47","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","269","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","236","25","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","200","24","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","266","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","296","52","12"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","191","22","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","157","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","360","51","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","284","53","12"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","400","56","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","287","43","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","345","49","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","214","35","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","392","46","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","268","40","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","327","43","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","273","42","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","185","19","4"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","178","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","289","48","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","312","61","13"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","184","24","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","153","24","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","366","56","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","286","52","12"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","323","41","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","243","42","9"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","285","42","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","246","35","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","317","37","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","264","40","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","272","39","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","259","38","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","197","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","203","26","6"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","306","49","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","258","53","11"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","220","27","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","161","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","318","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","305","53","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","350","49","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","277","48","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","331","43","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","268","42","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","332","44","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","325","44","10"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","289","37","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","260","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","225","26","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","193","26","6"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","221","36","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","282","54","12"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","210","25","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","155","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","382","61","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","308","56","12"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","361","49","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","289","46","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","292","39","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","262","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","318","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","269","37","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","310","42","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","245","31","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","197","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","194","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","304","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","299","49","11"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","188","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","151","20","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","360","48","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","300","51","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","364","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","275","46","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","327","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","234","35","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","347","37","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","241","35","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","323","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","262","37","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","214","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","189","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","316","54","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","235","48","10"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","254","32","7"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","168","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","362","54","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","377","61","14"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","313","45","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","323","53","12"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","311","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","269","39","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","394","47","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","341","49","11"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","334","39","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","238","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","253","28","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","197","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","343","48","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","311","55","12"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","261","33","7"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","176","25","6"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","367","56","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","281","45","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","454","62","14"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","305","47","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","380","49","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","283","43","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","389","46","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","347","51","11"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","370","50","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","237","35","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","194","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","229","29","7"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","241","40","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","255","50","11"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","216","27","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","165","25","6"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","344","45","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","276","54","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","336","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","316","50","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","326","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","230","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","330","37","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","302","45","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","309","44","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","227","33","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","193","19","4"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","170","21","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","281","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","288","55","12"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","178","24","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","167","24","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","405","63","14"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","358","63","14"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","339","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","273","42","9"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","301","42","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","227","33","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","319","38","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","315","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","273","37","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","237","32","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","194","25","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","183","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","283","41","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","261","45","10"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","216","28","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","157","24","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","330","51","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","274","54","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","381","55","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","292","51","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","298","42","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","249","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","359","39","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","278","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","351","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","282","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","183","20","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","167","24","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","336","55","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","299","52","12"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","193","24","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","153","20","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","399","60","14"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","333","56","13"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","344","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","307","51","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","328","46","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","235","39","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","397","47","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","256","38","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","309","41","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","212","30","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","262","29","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","195","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","289","48","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","212","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","203","25","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","160","26","6"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","411","59","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","286","53","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","306","47","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","297","48","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","290","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","214","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","379","46","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","254","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","273","35","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","257","35","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","240","26","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","150","18","4"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","283","48","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","312","57","13"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","205","27","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","182","30","6"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","467","72","15"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","306","51","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","349","49","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","284","49","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","267","36","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","224","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","393","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","245","32","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","346","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","273","38","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","257","31","7"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","214","27","6"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","302","51","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","341","57","13"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","209","26","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","184","27","6"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","424","61","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","354","56","12"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","390","51","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","271","40","9"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","295","35","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","257","37","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","390","46","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","303","41","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","399","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","258","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","238","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","198","27","6"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","315","54","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","326","53","12"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","251","35","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","175","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","410","67","14"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","321","53","11"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","373","58","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","250","42","9"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","317","43","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","213","35","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","291","35","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","318","45","10"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","329","44","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","242","33","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","222","25","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","148","19","4"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","260","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","278","48","11"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","172","23","5"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","175","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","413","58","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","342","64","14"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","377","59","13"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","273","44","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","330","49","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","256","37","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","308","42","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","265","37","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","338","44","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","250","39","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","218","26","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","192","23","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","266","39","8"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","249","46","10"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","234","29","7"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","158","21","5"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","361","51","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","348","66","14"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","354","42","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","227","37","8"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","329","43","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","276","39","9"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","369","46","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","272","37","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Brazil","326","40","9"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Brazil","240","34","7"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","Mexico","198","21","4"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","Mexico","178","25","5"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Japan","313","52","11"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Japan","251","44","10"
"2022","Q2","2022-05","0","0","0","0","Web","APAC","Australia","214","29","6"
"2022","Q2","2022-05","0","0","0","0","Mobile App","APAC","Australia","126","20","4"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","United Kingdom","422","61","14"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","United Kingdom","309","58","13"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Spain","386","58","12"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Spain","271","48","10"
"2022","Q2","2022-05","0","0","0","0","Web","EMEA","Germany","330","44","10"
"2022","Q2","2022-05","0","0","0","0","Mobile App","EMEA","Germany","245","36","8"
"2022","Q2","2022-05","0","0","0","0","Web","Americas","United States","343","34","7"
"2022","Q2","2022-05","0","0","0","0","Mobile App","Americas","United States","300","45","10"
